combination_index	tf_count	combination	run	seed	source	fit_xml	single_hit_rates
1	1	ATF1	1	300001	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF1\run_01_seed_300001\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF1\run_01_seed_300001\fit.output.rates
1	1	ATF1	2	300002	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF1\run_02_seed_300002\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF1\run_02_seed_300002\fit.output.rates
1	1	ATF1	3	300003	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF1\run_03_seed_300003\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF1\run_03_seed_300003\fit.output.rates
1	1	ATF1	4	300004	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF1\run_04_seed_300004\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF1\run_04_seed_300004\fit.output.rates
2	1	ATF4	1	300005	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF4\run_01_seed_300005\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF4\run_01_seed_300005\fit.output.rates
2	1	ATF4	2	300006	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF4\run_02_seed_300006\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF4\run_02_seed_300006\fit.output.rates
2	1	ATF4	3	300007	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF4\run_03_seed_300007\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF4\run_03_seed_300007\fit.output.rates
2	1	ATF4	4	300008	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF4\run_04_seed_300008\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF4\run_04_seed_300008\fit.output.rates
3	1	ATF7	1	300009	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF7\run_01_seed_300009\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF7\run_01_seed_300009\fit.output.rates
3	1	ATF7	2	300010	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF7\run_02_seed_300010\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF7\run_02_seed_300010\fit.output.rates
3	1	ATF7	3	300011	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF7\run_03_seed_300011\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF7\run_03_seed_300011\fit.output.rates
3	1	ATF7	4	300012	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF7\run_04_seed_300012\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\ATF7\run_04_seed_300012\fit.output.rates
4	1	CREB1	1	300013	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB1\run_01_seed_300013\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB1\run_01_seed_300013\fit.output.rates
4	1	CREB1	2	300014	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB1\run_02_seed_300014\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB1\run_02_seed_300014\fit.output.rates
4	1	CREB1	3	300015	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB1\run_03_seed_300015\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB1\run_03_seed_300015\fit.output.rates
4	1	CREB1	4	300016	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB1\run_04_seed_300016\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB1\run_04_seed_300016\fit.output.rates
5	1	CREB3	1	300017	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB3\run_01_seed_300017\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB3\run_01_seed_300017\fit.output.rates
5	1	CREB3	2	300018	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB3\run_02_seed_300018\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB3\run_02_seed_300018\fit.output.rates
5	1	CREB3	3	300019	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB3\run_03_seed_300019\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB3\run_03_seed_300019\fit.output.rates
5	1	CREB3	4	300020	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB3\run_04_seed_300020\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB3\run_04_seed_300020\fit.output.rates
6	1	CREB5	1	300021	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB5\run_01_seed_300021\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB5\run_01_seed_300021\fit.output.rates
6	1	CREB5	2	300022	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB5\run_02_seed_300022\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB5\run_02_seed_300022\fit.output.rates
6	1	CREB5	3	300023	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB5\run_03_seed_300023\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB5\run_03_seed_300023\fit.output.rates
6	1	CREB5	4	300024	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB5\run_04_seed_300024\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREB5\run_04_seed_300024\fit.output.rates
7	1	CREM	1	300025	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREM\run_01_seed_300025\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREM\run_01_seed_300025\fit.output.rates
7	1	CREM	2	300026	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREM\run_02_seed_300026\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREM\run_02_seed_300026\fit.output.rates
7	1	CREM	3	300027	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREM\run_03_seed_300027\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREM\run_03_seed_300027\fit.output.rates
7	1	CREM	4	300028	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREM\run_04_seed_300028\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\1TF\CREM\run_04_seed_300028\fit.output.rates
8	2	ATF1+ATF4	1	300029	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF4\run_01_seed_300029\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF4\run_01_seed_300029\fit.output.rates
8	2	ATF1+ATF4	2	300030	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF4\run_02_seed_300030\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF4\run_02_seed_300030\fit.output.rates
8	2	ATF1+ATF4	3	300031	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF4\run_03_seed_300031\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF4\run_03_seed_300031\fit.output.rates
8	2	ATF1+ATF4	4	300032	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF4\run_04_seed_300032\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF4\run_04_seed_300032\fit.output.rates
9	2	ATF1+ATF7	1	300033	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF7\run_01_seed_300033\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF7\run_01_seed_300033\fit.output.rates
9	2	ATF1+ATF7	2	300034	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF7\run_02_seed_300034\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF7\run_02_seed_300034\fit.output.rates
9	2	ATF1+ATF7	3	300035	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF7\run_03_seed_300035\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF7\run_03_seed_300035\fit.output.rates
9	2	ATF1+ATF7	4	300036	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF7\run_04_seed_300036\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+ATF7\run_04_seed_300036\fit.output.rates
10	2	ATF1+CREB1	1	300037	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB1\run_01_seed_300037\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB1\run_01_seed_300037\fit.output.rates
10	2	ATF1+CREB1	2	300038	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB1\run_02_seed_300038\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB1\run_02_seed_300038\fit.output.rates
10	2	ATF1+CREB1	3	300039	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB1\run_03_seed_300039\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB1\run_03_seed_300039\fit.output.rates
10	2	ATF1+CREB1	4	300040	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB1\run_04_seed_300040\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB1\run_04_seed_300040\fit.output.rates
11	2	ATF1+CREB3	1	300041	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB3\run_01_seed_300041\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB3\run_01_seed_300041\fit.output.rates
11	2	ATF1+CREB3	2	300042	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB3\run_02_seed_300042\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB3\run_02_seed_300042\fit.output.rates
11	2	ATF1+CREB3	3	300043	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB3\run_03_seed_300043\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB3\run_03_seed_300043\fit.output.rates
11	2	ATF1+CREB3	4	300044	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB3\run_04_seed_300044\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB3\run_04_seed_300044\fit.output.rates
12	2	ATF1+CREB5	1	300045	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB5\run_01_seed_300045\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB5\run_01_seed_300045\fit.output.rates
12	2	ATF1+CREB5	2	300046	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB5\run_02_seed_300046\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB5\run_02_seed_300046\fit.output.rates
12	2	ATF1+CREB5	3	300047	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB5\run_03_seed_300047\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB5\run_03_seed_300047\fit.output.rates
12	2	ATF1+CREB5	4	300048	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB5\run_04_seed_300048\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREB5\run_04_seed_300048\fit.output.rates
13	2	ATF1+CREM	1	300049	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREM\run_01_seed_300049\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREM\run_01_seed_300049\fit.output.rates
13	2	ATF1+CREM	2	300050	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREM\run_02_seed_300050\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREM\run_02_seed_300050\fit.output.rates
13	2	ATF1+CREM	3	300051	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREM\run_03_seed_300051\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREM\run_03_seed_300051\fit.output.rates
13	2	ATF1+CREM	4	300052	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREM\run_04_seed_300052\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF1+CREM\run_04_seed_300052\fit.output.rates
14	2	ATF4+ATF7	1	300053	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+ATF7\run_01_seed_300053\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+ATF7\run_01_seed_300053\fit.output.rates
14	2	ATF4+ATF7	2	300054	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+ATF7\run_02_seed_300054\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+ATF7\run_02_seed_300054\fit.output.rates
14	2	ATF4+ATF7	3	300055	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+ATF7\run_03_seed_300055\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+ATF7\run_03_seed_300055\fit.output.rates
14	2	ATF4+ATF7	4	300056	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+ATF7\run_04_seed_300056\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+ATF7\run_04_seed_300056\fit.output.rates
15	2	ATF4+CREB1	1	300057	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB1\run_01_seed_300057\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB1\run_01_seed_300057\fit.output.rates
15	2	ATF4+CREB1	2	300058	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB1\run_02_seed_300058\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB1\run_02_seed_300058\fit.output.rates
15	2	ATF4+CREB1	3	300059	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB1\run_03_seed_300059\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB1\run_03_seed_300059\fit.output.rates
15	2	ATF4+CREB1	4	300060	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB1\run_04_seed_300060\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB1\run_04_seed_300060\fit.output.rates
16	2	ATF4+CREB3	1	300061	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB3\run_01_seed_300061\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB3\run_01_seed_300061\fit.output.rates
16	2	ATF4+CREB3	2	300062	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB3\run_02_seed_300062\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB3\run_02_seed_300062\fit.output.rates
16	2	ATF4+CREB3	3	300063	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB3\run_03_seed_300063\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB3\run_03_seed_300063\fit.output.rates
16	2	ATF4+CREB3	4	300064	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB3\run_04_seed_300064\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB3\run_04_seed_300064\fit.output.rates
17	2	ATF4+CREB5	1	300065	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB5\run_01_seed_300065\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\2TF\ATF4+CREB5\run_01_seed_300065\fit.output.rates
