combination_index	tf_count	combination	run	seed	source	fit_xml	single_hit_rates
33	3	ATF1+ATF4+CREM	1	300129	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_01_seed_300129\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_01_seed_300129\fit.output.rates
33	3	ATF1+ATF4+CREM	2	300130	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_02_seed_300130\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_02_seed_300130\fit.output.rates
33	3	ATF1+ATF4+CREM	3	300131	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_03_seed_300131\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_03_seed_300131\fit.output.rates
33	3	ATF1+ATF4+CREM	4	300132	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_04_seed_300132\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_04_seed_300132\fit.output.rates
34	3	ATF1+ATF7+CREB1	1	300133	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_01_seed_300133\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_01_seed_300133\fit.output.rates
34	3	ATF1+ATF7+CREB1	2	300134	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_02_seed_300134\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_02_seed_300134\fit.output.rates
34	3	ATF1+ATF7+CREB1	3	300135	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_03_seed_300135\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_03_seed_300135\fit.output.rates
34	3	ATF1+ATF7+CREB1	4	300136	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_04_seed_300136\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_04_seed_300136\fit.output.rates
35	3	ATF1+ATF7+CREB3	1	300137	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_01_seed_300137\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_01_seed_300137\fit.output.rates
35	3	ATF1+ATF7+CREB3	2	300138	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_02_seed_300138\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_02_seed_300138\fit.output.rates
35	3	ATF1+ATF7+CREB3	3	300139	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_03_seed_300139\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_03_seed_300139\fit.output.rates
35	3	ATF1+ATF7+CREB3	4	300140	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_04_seed_300140\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_04_seed_300140\fit.output.rates
36	3	ATF1+ATF7+CREB5	1	300141	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_01_seed_300141\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_01_seed_300141\fit.output.rates
36	3	ATF1+ATF7+CREB5	2	300142	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_02_seed_300142\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_02_seed_300142\fit.output.rates
36	3	ATF1+ATF7+CREB5	3	300143	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_03_seed_300143\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_03_seed_300143\fit.output.rates
36	3	ATF1+ATF7+CREB5	4	300144	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_04_seed_300144\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_04_seed_300144\fit.output.rates
37	3	ATF1+ATF7+CREM	1	300145	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_01_seed_300145\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_01_seed_300145\fit.output.rates
37	3	ATF1+ATF7+CREM	2	300146	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_02_seed_300146\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_02_seed_300146\fit.output.rates
37	3	ATF1+ATF7+CREM	3	300147	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_03_seed_300147\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_03_seed_300147\fit.output.rates
37	3	ATF1+ATF7+CREM	4	300148	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_04_seed_300148\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_04_seed_300148\fit.output.rates
38	3	ATF1+CREB1+CREB3	1	300149	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_01_seed_300149\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_01_seed_300149\fit.output.rates
38	3	ATF1+CREB1+CREB3	2	300150	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_02_seed_300150\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_02_seed_300150\fit.output.rates
38	3	ATF1+CREB1+CREB3	3	300151	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_03_seed_300151\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_03_seed_300151\fit.output.rates
38	3	ATF1+CREB1+CREB3	4	300152	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_04_seed_300152\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_04_seed_300152\fit.output.rates
39	3	ATF1+CREB1+CREB5	1	300153	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_01_seed_300153\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_01_seed_300153\fit.output.rates
39	3	ATF1+CREB1+CREB5	2	300154	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_02_seed_300154\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_02_seed_300154\fit.output.rates
39	3	ATF1+CREB1+CREB5	3	300155	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_03_seed_300155\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_03_seed_300155\fit.output.rates
39	3	ATF1+CREB1+CREB5	4	300156	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_04_seed_300156\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_04_seed_300156\fit.output.rates
40	3	ATF1+CREB1+CREM	1	300157	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_01_seed_300157\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_01_seed_300157\fit.output.rates
40	3	ATF1+CREB1+CREM	2	300158	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_02_seed_300158\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_02_seed_300158\fit.output.rates
40	3	ATF1+CREB1+CREM	3	300159	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_03_seed_300159\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_03_seed_300159\fit.output.rates
40	3	ATF1+CREB1+CREM	4	300160	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_04_seed_300160\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_04_seed_300160\fit.output.rates
41	3	ATF1+CREB3+CREB5	1	300161	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_01_seed_300161\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_01_seed_300161\fit.output.rates
41	3	ATF1+CREB3+CREB5	2	300162	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_02_seed_300162\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_02_seed_300162\fit.output.rates
41	3	ATF1+CREB3+CREB5	3	300163	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_03_seed_300163\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_03_seed_300163\fit.output.rates
41	3	ATF1+CREB3+CREB5	4	300164	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_04_seed_300164\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_04_seed_300164\fit.output.rates
42	3	ATF1+CREB3+CREM	1	300165	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREM\run_01_seed_300165\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREM\run_01_seed_300165\fit.output.rates
42	3	ATF1+CREB3+CREM	2	300166	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREM\run_02_seed_300166\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREM\run_02_seed_300166\fit.output.rates
42	3	ATF1+CREB3+CREM	3	300167	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREM\run_03_seed_300167\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREM\run_03_seed_300167\fit.output.rates
42	3	ATF1+CREB3+CREM	4	300168	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREM\run_04_seed_300168\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREM\run_04_seed_300168\fit.output.rates
43	3	ATF1+CREB5+CREM	1	300169	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB5+CREM\run_01_seed_300169\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB5+CREM\run_01_seed_300169\fit.output.rates
43	3	ATF1+CREB5+CREM	2	300170	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB5+CREM\run_02_seed_300170\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB5+CREM\run_02_seed_300170\fit.output.rates
43	3	ATF1+CREB5+CREM	3	300171	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB5+CREM\run_03_seed_300171\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB5+CREM\run_03_seed_300171\fit.output.rates
43	3	ATF1+CREB5+CREM	4	300172	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB5+CREM\run_04_seed_300172\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB5+CREM\run_04_seed_300172\fit.output.rates
44	3	ATF4+ATF7+CREB1	1	300173	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB1\run_01_seed_300173\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB1\run_01_seed_300173\fit.output.rates
44	3	ATF4+ATF7+CREB1	2	300174	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB1\run_02_seed_300174\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB1\run_02_seed_300174\fit.output.rates
44	3	ATF4+ATF7+CREB1	3	300175	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB1\run_03_seed_300175\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB1\run_03_seed_300175\fit.output.rates
44	3	ATF4+ATF7+CREB1	4	300176	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB1\run_04_seed_300176\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB1\run_04_seed_300176\fit.output.rates
45	3	ATF4+ATF7+CREB3	1	300177	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB3\run_01_seed_300177\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB3\run_01_seed_300177\fit.output.rates
45	3	ATF4+ATF7+CREB3	2	300178	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB3\run_02_seed_300178\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB3\run_02_seed_300178\fit.output.rates
45	3	ATF4+ATF7+CREB3	3	300179	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB3\run_03_seed_300179\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB3\run_03_seed_300179\fit.output.rates
45	3	ATF4+ATF7+CREB3	4	300180	forward	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB3\run_04_seed_300180\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB3\run_04_seed_300180\fit.output.rates
46	3	ATF4+ATF7+CREB5	1	300271	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB5\run_01_seed_300271\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB5\run_01_seed_300271\fit.output.rates
46	3	ATF4+ATF7+CREB5	2	300272	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB5\run_02_seed_300272\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB5\run_02_seed_300272\fit.output.rates
46	3	ATF4+ATF7+CREB5	3	300273	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB5\run_03_seed_300273\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB5\run_03_seed_300273\fit.output.rates
46	3	ATF4+ATF7+CREB5	4	300274	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB5\run_04_seed_300274\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREB5\run_04_seed_300274\fit.output.rates
47	3	ATF4+ATF7+CREM	1	300277	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREM\run_01_seed_300277\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREM\run_01_seed_300277\fit.output.rates
47	3	ATF4+ATF7+CREM	2	300278	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREM\run_02_seed_300278\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREM\run_02_seed_300278\fit.output.rates
47	3	ATF4+ATF7+CREM	3	300279	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREM\run_03_seed_300279\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF4+ATF7+CREM\run_03_seed_300279\fit.output.rates
