combination_index	tf_count	combination	run	seed	source	final_score	elapsed	single_hit_r	multi_hit_r	fit_xml	single_hit_rates	multi_hit_rates
31	3	ATF1+ATF4+CREB3	3	300123	forward	9.812e+04	00:20:02.0845554	0.6237174302	0.5829111239	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB3\run_03_seed_300123\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB3\run_03_seed_300123\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREB3\run_03.rates.tsv
31	3	ATF1+ATF4+CREB3	4	300124	forward	1.156e+05	00:22:42.4649595	0.4288781069	0.4281693311	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB3\run_04_seed_300124\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB3\run_04_seed_300124\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREB3\run_04.rates.tsv
32	3	ATF1+ATF4+CREB5	1	300125	forward	8.922e+04	00:08:30.8370876	0.6656284926	0.6322762719	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB5\run_01_seed_300125\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB5\run_01_seed_300125\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREB5\run_01.rates.tsv
32	3	ATF1+ATF4+CREB5	2	300126	forward	8.918e+04	00:11:16.2318609	0.6664892374	0.6340274470	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB5\run_02_seed_300126\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB5\run_02_seed_300126\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREB5\run_02.rates.tsv
32	3	ATF1+ATF4+CREB5	3	300127	forward	9.467e+04	00:05:15.6047022	0.6709102080	0.6259226040	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB5\run_03_seed_300127\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB5\run_03_seed_300127\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREB5\run_03.rates.tsv
32	3	ATF1+ATF4+CREB5	4	300128	forward	8.928e+04	00:09:45.9789107	0.6687204030	0.6390064836	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB5\run_04_seed_300128\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREB5\run_04_seed_300128\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREB5\run_04.rates.tsv
33	3	ATF1+ATF4+CREM	1	300129	forward	7.647e+04	00:16:36.6757645	0.7445372928	0.6702342337	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_01_seed_300129\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_01_seed_300129\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREM\run_01.rates.tsv
33	3	ATF1+ATF4+CREM	2	300130	forward	7.589e+04	00:12:06.1834776	0.7455063846	0.6680806650	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_02_seed_300130\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_02_seed_300130\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREM\run_02.rates.tsv
33	3	ATF1+ATF4+CREM	3	300131	forward	9.09e+04	00:03:40.4133744	0.6245582458	0.5883623589	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_03_seed_300131\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_03_seed_300131\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREM\run_03.rates.tsv
33	3	ATF1+ATF4+CREM	4	300132	forward	9.774e+04	00:06:30.6090351	0.5787601225	0.5762152304	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_04_seed_300132\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF4+CREM\run_04_seed_300132\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF4+CREM\run_04.rates.tsv
34	3	ATF1+ATF7+CREB1	1	300133	forward	7.601e+04	00:16:01.6199960	0.7049964297	0.6695478197	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_01_seed_300133\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_01_seed_300133\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB1\run_01.rates.tsv
34	3	ATF1+ATF7+CREB1	2	300134	forward	6.978e+04	00:23:37.5460212	0.7378668415	0.7016394295	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_02_seed_300134\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_02_seed_300134\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB1\run_02.rates.tsv
34	3	ATF1+ATF7+CREB1	3	300135	forward	7.401e+04	00:09:51.0408601	0.7504069687	0.7059999817	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_03_seed_300135\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_03_seed_300135\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB1\run_03.rates.tsv
34	3	ATF1+ATF7+CREB1	4	300136	forward	7.397e+04	00:14:11.3787543	0.7506819870	0.7049885415	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_04_seed_300136\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB1\run_04_seed_300136\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB1\run_04.rates.tsv
35	3	ATF1+ATF7+CREB3	1	300137	forward	8.602e+04	00:15:36.6462724	0.6962733149	0.6564990964	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_01_seed_300137\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_01_seed_300137\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB3\run_01.rates.tsv
35	3	ATF1+ATF7+CREB3	2	300138	forward	8.606e+04	00:13:36.2650551	0.6959114892	0.6545561056	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_02_seed_300138\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_02_seed_300138\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB3\run_02.rates.tsv
35	3	ATF1+ATF7+CREB3	3	300139	forward	8.801e+04	00:11:06.7206522	0.6761852832	0.6480396641	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_03_seed_300139\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_03_seed_300139\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB3\run_03.rates.tsv
35	3	ATF1+ATF7+CREB3	4	300140	forward	9.193e+04	00:04:25.7488375	0.6515609789	0.6307554675	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_04_seed_300140\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB3\run_04_seed_300140\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB3\run_04.rates.tsv
36	3	ATF1+ATF7+CREB5	1	300141	forward	7.497e+04	00:10:41.1982285	0.7492717008	0.7029542498	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_01_seed_300141\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_01_seed_300141\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB5\run_01.rates.tsv
36	3	ATF1+ATF7+CREB5	2	300142	forward	7.524e+04	00:11:51.2515340	0.7316260288	0.7142934841	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_02_seed_300142\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_02_seed_300142\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB5\run_02.rates.tsv
36	3	ATF1+ATF7+CREB5	3	300143	forward	7.869e+04	00:10:06.2961669	0.7286274107	0.6762764785	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_03_seed_300143\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_03_seed_300143\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB5\run_03.rates.tsv
36	3	ATF1+ATF7+CREB5	4	300144	forward	7.86e+04	00:12:01.2622856	0.7299462715	0.6755900680	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_04_seed_300144\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREB5\run_04_seed_300144\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREB5\run_04.rates.tsv
37	3	ATF1+ATF7+CREM	1	300145	forward	7.181e+04	00:13:16.3296573	0.7588835312	0.7283800681	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_01_seed_300145\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_01_seed_300145\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREM\run_01.rates.tsv
37	3	ATF1+ATF7+CREM	2	300146	forward	7.272e+04	00:09:30.9044122	0.7560741917	0.7260302062	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_02_seed_300146\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_02_seed_300146\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREM\run_02.rates.tsv
37	3	ATF1+ATF7+CREM	3	300147	forward	7.253e+04	00:12:16.1700609	0.7557078436	0.7214902227	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_03_seed_300147\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_03_seed_300147\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREM\run_03.rates.tsv
37	3	ATF1+ATF7+CREM	4	300148	forward	7.691e+04	00:12:11.2239247	0.7358544815	0.6552328801	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_04_seed_300148\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+ATF7+CREM\run_04_seed_300148\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+ATF7+CREM\run_04.rates.tsv
38	3	ATF1+CREB1+CREB3	1	300149	forward	7.286e+04	00:15:51.6364376	0.7195274752	0.6352610384	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_01_seed_300149\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_01_seed_300149\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREB3\run_01.rates.tsv
38	3	ATF1+CREB1+CREB3	2	300150	forward	7.232e+04	00:22:07.4092060	0.7205433300	0.6285446715	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_02_seed_300150\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_02_seed_300150\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREB3\run_02.rates.tsv
38	3	ATF1+CREB1+CREB3	3	300151	forward	7.316e+04	00:18:11.6445055	0.7178094631	0.6356319780	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_03_seed_300151\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_03_seed_300151\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREB3\run_03.rates.tsv
38	3	ATF1+CREB1+CREB3	4	300152	forward	7.288e+04	00:17:41.8144717	0.7197031755	0.6363433195	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_04_seed_300152\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB3\run_04_seed_300152\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREB3\run_04.rates.tsv
39	3	ATF1+CREB1+CREB5	1	300153	forward	1.707e+05	00:04:10.4487738	0.4763763247	0.4723757833	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_01_seed_300153\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_01_seed_300153\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREB5\run_01.rates.tsv
39	3	ATF1+CREB1+CREB5	2	300154	forward	7.731e+04	00:13:26.2118442	0.7388501985	0.6750186089	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_02_seed_300154\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_02_seed_300154\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREB5\run_02.rates.tsv
39	3	ATF1+CREB1+CREB5	3	300155	forward	7.731e+04	00:12:46.1141696	0.7387788757	0.6763860190	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_03_seed_300155\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_03_seed_300155\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREB5\run_03.rates.tsv
39	3	ATF1+CREB1+CREB5	4	300156	forward	8.715e+04	00:09:31.2288513	0.6079221185	0.5468450716	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_04_seed_300156\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREB5\run_04_seed_300156\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREB5\run_04.rates.tsv
40	3	ATF1+CREB1+CREM	1	300157	forward	5.744e+04	00:16:26.7608719	0.8232366672	0.7695212864	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_01_seed_300157\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_01_seed_300157\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREM\run_01.rates.tsv
40	3	ATF1+CREB1+CREM	2	300158	forward	5.747e+04	00:15:16.9513699	0.8234906656	0.7701271427	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_02_seed_300158\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_02_seed_300158\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREM\run_02.rates.tsv
40	3	ATF1+CREB1+CREM	3	300159	forward	5.755e+04	00:15:26.5109624	0.8233875849	0.7695122785	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_03_seed_300159\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_03_seed_300159\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREM\run_03.rates.tsv
40	3	ATF1+CREB1+CREM	4	300160	forward	5.748e+04	00:17:16.7013425	0.8232958060	0.7705195329	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_04_seed_300160\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB1+CREM\run_04_seed_300160\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB1+CREM\run_04.rates.tsv
41	3	ATF1+CREB3+CREB5	1	300161	forward	8.542e+04	00:17:26.7182002	0.6866579445	0.6458630454	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_01_seed_300161\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_01_seed_300161\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB3+CREB5\run_01.rates.tsv
41	3	ATF1+CREB3+CREB5	2	300162	forward	1.103e+05	00:04:55.5429134	0.5724337301	0.5303182069	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_02_seed_300162\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_02_seed_300162\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB3+CREB5\run_02.rates.tsv
41	3	ATF1+CREB3+CREB5	3	300163	forward	9.142e+04	00:05:05.5345184	0.6779520962	0.6538328716	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_03_seed_300163\fit.xml	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\incoming_forward\Figure3B\artifacts\figure3b_no_self_scrambled_8runs\3TF\ATF1+CREB3+CREB5\run_03_seed_300163\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\3TF\ATF1+CREB3+CREB5\run_03.rates.tsv
